488.884	360.647
521.297	365.091
545.980	364.976
537.329	309.338
453.434	356.370
428.438	362.772
443.013	375.385
430.089	377.833
389.596	344.544
397.628	321.440
434.830	289.099
377.878	282.711
412.509	269.577
400.542	277.219
420.531	291.445
425.677	279.174
408.714	263.775
397.274	286.753
405.164	293.440
439.280	322.347
387.671	242.914
405.099	227.106
390.715	226.094
383.521	292.488
405.519	229.289
404.975	328.901
401.924	233.715
398.630	235.251
388.810	238.934
566.283	251.983
613.120	309.443
600.830	320.669
590.027	338.037
603.578	322.090
567.343	252.890
617.282	366.469
596.988	214.808
523.085	243.547
621.942	251.935
519.701	275.171
576.701	348.710
622.025	351.863
598.456	329.442
598.936	308.396
688.921	350.362
473.856	239.856
656.223	317.367
495.311	262.529
594.641	229.750
440.249	117.888
377.288	46.023
411.080	128.204
577.489	188.124
626.412	164.659
604.014	179.290
605.162	87.564
521.672	48.831
531.854	163.840
518.017	43.301
627.409	161.998
602.825	151.721
326.632	73.140
564.849	148.328
354.220	70.427
351.801	78.050
528.743	59.360
396.024	157.456
548.199	166.259
552.481	86.319
396.709	69.553
573.915	135.807
393.553	67.943
421.539	65.509
422.150	91.105
644.569	83.413
580.399	172.611
517.117	61.721
656.473	101.725
444.311	123.780
530.023	98.811
530.706	12.135
680.442	97.182
368.347	49.299
391.786	72.130
597.790	135.169
540.609	163.443
312.181	73.081
454.470	125.015
556.591	133.378
589.654	37.614
338.737	106.660
339.213	119.329
646.309	134.465
381.476	16.013
