527.096	366.064
522.643	396.739
552.339	412.587
486.225	295.18
488.064	263.422
495.311	262.529
454.055	274.988
460.014	250.598
454.921	263.766
454.538	261.791
510.534	342.822
486.617	335.923
537.329	309.338
525.308	322.584
546.065	275.871
539.255	280.949
534.15	274.941
524.924	286.15
513.591	233.739
511.314	234.093
488.484	219.555
503.708	228.723
495.699	232.135
500.559	185.183
507.103	198.025
503.889	199.589
542.95	216.42
533.072	242.258
518.912	262.173
538.092	256.805
537.439	258.115
531.608	249.258
528.442	254.458
531.357	229.43
538.643	233.182
536.088	234.565
543.076	233.018
506.38	366.219
494.508	372.029
490.675	364.312
466.578	363.654
468.655	352.672
461.237	345.004
452.365	353.789
446.302	339.749
446.912	345.132
446.567	379.649
441.819	376.748
447.27	373.871
341.49	322.577
392.869	335.28
390.591	326.188
383.317	324.654
357.093	332.927
365.241	327.932
364.238	350.081
365.197	353.709
405.065	348.706
400.306	357.416
388.834	354.129
392.615	351.181
386.88	371.378
383.996	362.567
391.248	391.097
420.889	384.816
409.456	395.994
418.63	394.259
408.556	383.086
375.286	385.352
376.511	379.114
365.425	374.504
371.19	373.831
339.34	388.696
337.687	384.806
349.286	394.957
363.654	396.032
643.272	412.12
597.578	241.42
594.986	254.981
596.604	254.872
588.285	259.068
577.251	252.314
614.93	266.443
622.57	277.084
619.34	276.388
603.88	272.06
628.432	230.992
617.707	231.134
616.822	230.259
621.161	256.027
625.452	245.528
540.147	174.845
540.609	163.443
528.795	186.253
595.352	167.91
596.225	177.266
595.659	175.996
599.41	157.43
580.399	172.611
587.807	194.82
588.446	235.733
588.976	229.133
578.397	205.368
569.685	201.226
592.134	213.335
580.044	219.853
580.726	217.399
566.17	187.806
561.897	188.426
617.963	126.375
575.766	123.604
597.181	131.915
590.532	135.127
588.288	128.991
609.673	137.645
587.3	147.752
583.701	149.392
635.284	156.747
630.386	154.972
631.855	158.431
632.116	166.945
634.151	163.628
646.309	134.465
630.506	138.474
562.52	130.772
562.912	138.886
571.016	147.929
570.94	151.954
564.849	148.328
619.842	172.75
605.379	214.497
615.32	205.965
610.265	203.962
611.057	209.789
622.651	209.508
622.903	210.292
627.032	212.973
625.722	212.073
607.565	196.099
618.475	195.578
604.014	179.29
611.839	177.838
610.928	176.848
617.62	180.961
614.2	186.836
631.548	203.163
630.164	198.043
632.352	196.949
497.183	114.943
484.836	154.98
475.057	47.576
512.421	51.506
513.689	53.478
669.285	115.718
656.879	114.707
651.034	102.031
659.224	101.421
633.527	108.712
639.242	119.104
639.306	67.985
658.282	55.25
648.014	49.983
657.623	47.035
658.234	49.029
654.241	50.978
653.676	50.756
672.982	50.898
668.398	44.81
644.324	79.213
651.791	79.026
651.904	69.127
654.255	68.526
593.77	112.255
605.162	87.564
605.689	81.98
606.952	79.226
594.87	77.042
594.76	74.765
587.023	85.774
591.4	91.172
600.75	90.898
598.697	88.444
594.677	87.515
593.575	60.259
580.633	44.737
569.703	47.664
573.101	47.248
569.791	55.458
569.035	54.921
564.103	58.133
580.667	56.525
574.526	75.115
576.304	76.634
578.781	71.148
576.686	66.819
589.654	37.614
603.131	40.287
609.273	46.702
604.234	49.032
605.076	44.869
536.693	112.227
540.373	114.881
559.491	112.552
548.017	111.445
551.976	116.697
556.646	93.601
556.974	103.401
560.207	100.007
520.663	84.578
534.528	98.429
541.823	89.65
539.781	91.756
536.075	91.301
656.223	317.367
601.415	303.703
603.995	302.343
615.976	297.076
609.875	315.332
639.155	349.167
577.221	300.215
563.367	336.19
568.391	328.13
564.944	328.513
567.449	323.849
567.952	311.985
566.974	310.03
584.614	359.845
585.599	365.484
586.581	366.575
567.893	357.708
576.701	348.71
598.66	339.573
589.366	336.329
584.92	321.48
582.363	320.96
596.955	317.253
594.502	324.827
593.666	322.634
617.282	366.469
620.533	361.958
607.835	367.067
607.391	371.055
602.912	354.94
614.324	322.791
614.017	329.08
611.292	347.619
623.156	344.808
619.329	339.936
280.239	133.911
281.413	130.922
285.095	110.859
299.079	109.868
293.819	120.085
285.535	44.249
286.705	87.379
250.626	76.032
242.707	86.626
254.614	64.076
260.526	64.885
271.399	80.908
268.529	82.029
272.924	49.408
274.895	54.23
281.617	59.714
276.512	59.928
278.239	45.574
276.788	67.17
281.43	66.891
313.774	31.994
336.559	52.831
346.707	46.376
314.322	61.281
328.444	61.955
321.453	63.597
316.484	49.23
329.181	46.532
323.978	50.357
395.641	57.213
386.181	48.463
334.851	83.235
345.64	72.763
352.128	71.471
358.276	77.191
357.02	73.043
347.775	66.315
