225.411	210.392
218.926	212.944
241.224	206.679
200.844	204.448
204.851	270.358
143.513	274.110
173.444	245.483
168.264	280.880
140.608	222.776
171.137	248.235
145.439	275.743
197.061	262.902
176.186	248.290
171.039	258.302
151.700	255.743
221.531	258.911
221.157	382.495
120.766	351.346
149.684	369.168
185.792	394.438
167.246	349.087
223.390	420.800
179.134	323.988
137.015	340.944
198.231	371.385
225.222	383.458
194.479	314.984
259.877	312.592
269.071	331.948
320.523	389.724
348.997	359.681
265.614	399.174
290.630	361.425
340.794	318.997
349.286	394.957
308.782	273.497
258.885	236.008
282.216	288.170
302.541	368.343
337.735	346.363
295.652	238.129
259.905	281.671
335.284	310.787
270.711	292.931
334.734	269.456
286.500	301.500
280.277	272.728
267.198	384.364
289.149	305.421
374.060	397.285
287.760	249.468
272.742	252.004
66.296	267.640
47.166	375.681
50.252	235.873
72.206	243.232
101.788	313.126
96.021	270.589
61.660	278.331
94.467	256.296
35.296	287.590
65.050	227.462
38.512	328.273
37.084	333.971
61.448	245.848
41.524	284.287
64.713	252.737
19.630	349.476
83.699	344.544
59.165	286.810
23.403	276.164
