646.309	134.465
577.489	188.124
626.412	164.659
604.014	179.290
531.854	163.840
627.409	161.998
602.825	151.721
564.849	148.328
596.988	214.808
548.199	166.259
573.915	135.807
580.399	172.611
597.790	135.169
540.609	163.443
556.591	133.378
594.641	229.750
644.569	83.413
656.473	101.725
680.442	97.182
621.942	251.935
566.283	251.983
567.343	252.890
605.162	87.564
521.672	48.831
518.017	43.301
528.743	59.360
552.481	86.319
517.117	61.721
530.023	98.811
530.706	12.135
537.329	309.338
523.085	243.547
519.701	275.171
473.856	239.856
495.311	262.529
